"","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Size","Outlet_Location_Type","Outlet_Type","Item_Outlet_Sales","Store_Age"
"2115",10.1,"Low",0.054939848,"Health and Hygiene",199.5084,"Small","Tier 2","Supermarket Type1",3372.9428,11
"2116",18.7,"Low",0.014675574,"Soft Drinks",50.8324,"Small","Tier 2","Supermarket Type1",934.7832,11
"2117",12.15,"Low",0.14526636,"Health and Hygiene",224.0404,"Medium","Tier 1","Supermarket Type1",3375.606,19
"2118",10.195,"Regular",0.146662938,"Frozen Foods",138.6838,"Small","Tier 1","Supermarket Type1",2388.2246,21
"2119",8.575,"Regular",0.071786706,"Dairy",193.3794,"High","Tier 3","Supermarket Type1",780.3176,31
"2120",16.5,"Regular",0.133424184,"Fruits and Vegetables",102.2332,"Medium","Tier 3","Grocery Store",102.5332,20
"2121",9.065,"Low",0.115799592,"Frozen Foods",95.3094,"Medium","Tier 3","Supermarket Type2",1713.7692,9
"2122",16.6,"Low",0.027579198,"Household",178.7344,"Small","Tier 1","Supermarket Type1",1605.9096,21
"2123",11.6,"Regular",0.241055611,"Dairy",238.5222,"Medium","Tier 3","Grocery Store",717.0666,20
"2124",19.5,"Low",0.014332439,"Household",57.1614,"Medium","Tier 3","Supermarket Type2",1381.535,9
"2125",16.6,"Low",0.027133398,"Health and Hygiene",106.2596,"Medium","Tier 3","Grocery Store",215.7192,20
"2126",11.85,"Low",0.132876847,"Dairy",98.0726,"Medium","Tier 1","Supermarket Type1",1076.5986,19
"2127",12.85,"Low",0.03315162,"Snack Foods",170.6422,"High","Tier 3","Supermarket Type1",2931.5174,31
"2128",9,"Low",0.019536981,"Household",170.0474,"Medium","Tier 1","Supermarket Type1",4211.185,19
"2129",5.655,"Low",0.085258864,"Fruits and Vegetables",165.85,"Small","Tier 2","Supermarket Type1",1830.95,14
"2130",8.93,"Low",0.013179388,"Household",55.1614,"Small","Tier 1","Supermarket Type1",939.4438,21
"2131",15.2,"Low",0.033592687,"Household",108.1912,"Small","Tier 2","Supermarket Type1",1856.2504,14
"2132",7.655,"Low",0.05346916,"Canned",114.1492,"Medium","Tier 3","Grocery Store",115.8492,20
"2133",12.3057050092764,"Low",0.126831854,"Canned",209.027,"Medium","Tier 3","Supermarket Type3",4613.994,33
"2134",15.5,"Low",0.103603094,"Snack Foods",143.547,"Medium","Tier 1","Supermarket Type1",1431.47,19
"2135",18.7,"Low",0.104840884,"Frozen Foods",122.1072,"Medium","Tier 1","Supermarket Type1",490.0288,19
"2136",9.5,"Low",0.042056944,"Soft Drinks",31.89,"Medium","Tier 3","Supermarket Type2",366.19,9
"2137",13.65,"Low",0.040049609,"Frozen Foods",34.4558,"Small","Tier 2","Supermarket Type1",611.2044,11
"2138",19.5,"Regular",0.03075661,"Canned",86.254,"Small","Tier 2","Supermarket Type1",2163.85,16
"2139",8.71,"Low",0,"Canned",46.5376,"High","Tier 3","Supermarket Type1",575.2512,31
"2140",13.4260689045936,"Regular",0.03941584,"Dairy",247.8092,"Small","Tier 1","Grocery Store",498.0184,33
"2141",19.6,"Low",0.024363939,"Dairy",46.3718,"Small","Tier 2","Supermarket Type1",661.8052,11
"2142",13.2247693817468,"Regular",0.131443921,"Fruits and Vegetables",189.1872,"Medium","Tier 3","Supermarket Type3",5294.4416,33
"2143",11.8,"Low",0.058725131,"Health and Hygiene",82.3618,"Small","Tier 2","Supermarket Type1",1208.427,14
"2144",6.715,"Regular",0.122274118,"Baking Goods",40.3454,"Small","Tier 2","Supermarket Type1",838.908,11
"2145",19.1,"Low",0.067239404,"Household",39.6796,"High","Tier 3","Supermarket Type1",660.4736,31
"2146",20.7,"Low",0.021464454,"Baking Goods",156.6288,"Medium","Tier 1","Supermarket Type1",3928.22,19
"2147",10.195,"Low",0.112681821,"Hard Drinks",113.986,"Medium","Tier 3","Supermarket Type2",452.744,9
"2148",20.2,"Regular",0.039469737,"Breakfast",155.163,"Small","Tier 2","Supermarket Type1",782.315,11
"2149",10.8,"Low",0.061101383,"Soft Drinks",151.9024,"Small","Tier 1","Supermarket Type1",2580.6408,21
"2150",19.75,"Low",0.014359584,"Household",100.8332,"Medium","Tier 3","Supermarket Type2",1537.998,9
"2151",19.35,"Low",0.016637301,"Frozen Foods",120.9098,"Medium","Tier 1","Supermarket Type1",1687.1372,19
"2152",7.405,"Low",0.159843921,"Dairy",206.6296,"Medium","Tier 3","Supermarket Type2",3115.944,9
"2153",15.25,"Low",0.061308889,"Household",128.8968,"Small","Tier 2","Supermarket Type1",2348.9424,16
"2154",13.3847364953887,"Low",0.055566935,"Household",263.591,"Small","Tier 1","Grocery Store",262.991,33
"2155",8.895,"Low",0.026397141,"Frozen Foods",207.8954,"Small","Tier 2","Supermarket Type1",3542.7218,16
"2156",18.75,"Low",0.034307348,"Household",215.2218,"Small","Tier 1","Supermarket Type1",4701.8796,21
"2157",20.1,"Low",0.074627201,"Dairy",110.3228,"Small","Tier 1","Supermarket Type1",1768.3648,21
"2158",12.35,"Low",0.041973712,"Health and Hygiene",35.7216,"Small","Tier 2","Supermarket Type1",519.324,11
"2159",16.85,"Regular",0.080015028,"Snack Foods",111.8544,"Medium","Tier 3","Supermarket Type2",1677.816,9
"2160",18.25,"Low",0.10084386,"Starchy Foods",166.3526,"Medium","Tier 3","Grocery Store",164.4526,20
"2161",17,"Low",0.055519561,"Dairy",219.8114,"Medium","Tier 1","Supermarket Type1",1108.557,19
"2162",12.9878795546559,"Regular",0.012203915,"Snack Foods",133.2284,"Medium","Tier 3","Supermarket Type3",4350.3372,33
"2163",14.3,"Low",0.130946374,"Baking Goods",76.7328,"Medium","Tier 3","Supermarket Type2",1312.9576,9
"2164",17.6,"Regular",0.041381156,"Snack Foods",35.019,"Small","Tier 1","Supermarket Type1",659.142,21
"2165",12.867061281337,"Regular",0.04586701,"Frozen Foods",37.9506,"Medium","Tier 3","Supermarket Type3",910.8144,33
"2166",20.25,"Low",0.036474041,"Dairy",218.3482,"Medium","Tier 3","Supermarket Type2",2409.5302,9
"2167",18,"Low",0.039231652,"Snack Foods",145.1418,"Small","Tier 2","Supermarket Type1",2648.5524,11
"2168",16.35,"Low",0.013393537,"Others",106.028,"Small","Tier 2","Supermarket Type1",1065.28,16
"2169",14,"Regular",0.031444357,"Canned",53.764,"Small","Tier 2","Supermarket Type1",798.96,11
"2170",5.78,"Low",0.014555066,"Soft Drinks",145.2102,"Small","Tier 1","Supermarket Type1",3062.0142,21
"2171",21,"Low",0.082526478,"Snack Foods",191.8478,"Medium","Tier 3","Grocery Store",774.9912,20
"2172",13.65,"Regular",0.080765853,"Frozen Foods",262.8936,"Medium","Tier 1","Supermarket Type1",4958.8784,19
"2173",12.3,"Regular",0.17797002,"Fruits and Vegetables",173.1396,"Medium","Tier 3","Grocery Store",697.7584,20
"2174",12.35,"Regular",0.03382933,"Meat",196.9426,"Small","Tier 2","Supermarket Type1",2768.3964,16
"2175",11.8,"Low",0.11397026,"Soft Drinks",185.1924,"Small","Tier 2","Supermarket Type1",2591.2936,11
"2176",19.7,"Low",0.038729457,"Hard Drinks",127.3362,"Small","Tier 2","Supermarket Type1",755.0172,14
"2177",10.1,"Low",0.032075379,"Canned",50.9008,"High","Tier 3","Supermarket Type1",354.2056,31
"2178",12.3057050092764,"Low",0.196490902,"Canned",120.544,"Small","Tier 1","Grocery Store",479.376,33
"2179",17.85,"Low",0.146305498,"Breads",94.1436,"High","Tier 3","Supermarket Type1",1607.2412,31
"2180",20.7,"Low",0.026877471,"Household",74.6354,"High","Tier 3","Supermarket Type1",1053.2956,31
"2181",8.89,"Low",0.005474515,"Frozen Foods",99.7016,"Small","Tier 1","Supermarket Type1",1922.8304,21
"2182",14.5,"Low",0.064048405,"Canned",153.4682,"Small","Tier 2","Supermarket Type1",1677.1502,14
"2183",9,"Low",0.032203667,"Household",100.8016,"Small","Tier 2","Supermarket Type1",1113.2176,11
"2184",13.35,"Low",0.017857847,"Dairy",77.5012,"Medium","Tier 3","Supermarket Type2",1518.024,9
"2185",6.675,"Low",0.041921462,"Snack Foods",92.3462,"Small","Tier 1","Supermarket Type1",2406.2012,21
"2186",10.3,"Regular",0.024875871,"Baking Goods",173.0422,"High","Tier 3","Supermarket Type1",2069.3064,31
"2187",12.3057050092764,"Regular",0.028139761,"Canned",173.7422,"Medium","Tier 3","Supermarket Type3",3621.2862,33
"2188",17.1,"Regular",0.073997843,"Fruits and Vegetables",207.0638,"High","Tier 3","Supermarket Type1",4969.5312,31
"2189",14.15,"Low",0.020798905,"Fruits and Vegetables",123.6046,"Medium","Tier 3","Supermarket Type2",1245.046,9
"2190",10.8,"Low",0.052363244,"Soft Drinks",236.5564,"Small","Tier 2","Supermarket Type1",5243.8408,11
"2191",8.5,"Low",0.098283459,"Canned",51.3324,"Medium","Tier 3","Supermarket Type2",934.7832,9
"2192",6.215,"Low",0.012138795,"Fruits and Vegetables",39.2848,"High","Tier 3","Supermarket Type1",521.9872,31
"2193",17.5,"Low",0,"Snack Foods",253.0356,"Small","Tier 2","Supermarket Type1",4578.0408,14
"2194",20.7,"Low",0.042923652,"Dairy",178.3028,"Small","Tier 2","Supermarket Type1",1062.6168,16
"2195",8.975,"Regular",0.009058845,"Canned",103.399,"Small","Tier 1","Supermarket Type1",2579.975,21
"2196",20.5,"Regular",0.032136417,"Frozen Foods",83.9592,"Medium","Tier 3","Grocery Store",165.1184,20
"2197",13.65,"Low",0.065898197,"Frozen Foods",46.1402,"Medium","Tier 3","Supermarket Type2",459.402,9
"2198",13.1,"Low",0.075731322,"Dairy",167.5158,"Small","Tier 2","Supermarket Type1",1504.0422,16
"2199",4.615,"Regular",0.101812521,"Canned",232.23,"Small","Tier 2","Supermarket Type1",5126.66,14
"2200",12.3,"Regular",0.106327251,"Fruits and Vegetables",172.8396,"Small","Tier 1","Supermarket Type1",2616.594,21
"2201",13.8532846715328,"Low",0.080933328,"Others",37.519,"Medium","Tier 3","Supermarket Type3",842.237,33
"2202",19.2,"Low",0.100055601,"Frozen Foods",112.4886,"Small","Tier 2","Supermarket Type1",1223.0746,14
"2203",20.1,"Regular",0.054540159,"Frozen Foods",152.1366,"Medium","Tier 1","Supermarket Type1",755.683,19
"2204",11.5,"Regular",0.037723476,"Snack Foods",109.5254,"Medium","Tier 3","Supermarket Type2",1953.4572,9
"2205",9.3,"Low",0.14897741,"Canned",143.0786,"Medium","Tier 3","Grocery Store",288.9572,20
"2206",15.2,"Regular",0.104201019,"Fruits and Vegetables",176.5054,"Medium","Tier 3","Supermarket Type2",2976.7918,9
"2207",12.65,"Regular",0.076198809,"Frozen Foods",191.3846,"Small","Tier 2","Supermarket Type1",2675.1844,16
"2208",11.1,"Low",0.010639596,"Canned",84.1908,"Small","Tier 2","Supermarket Type1",755.0172,14
"2209",13.3847364953887,"Low",0.025039776,"Household",102.7332,"Small","Tier 1","Grocery Store",410.1328,33
"2210",12.9878795546559,"Low",0.086326707,"Snack Foods",192.6478,"Small","Tier 1","Grocery Store",387.4956,33
"2211",19.2,"Low",0.041220035,"Household",131.231,"Small","Tier 2","Supermarket Type1",3635.268,14
"2212",19.75,"Low",0.01247354,"Fruits and Vegetables",187.5872,"Small","Tier 2","Supermarket Type1",1323.6104,16
"2213",6.135,"Low",0.079132212,"Soft Drinks",112.686,"Small","Tier 2","Supermarket Type1",2942.836,16
"2214",12.5,"Low",0.020693809,"Breads",199.1742,"Small","Tier 2","Supermarket Type1",4379.6324,14
"2215",7.235,"Low",0.10016525,"Snack Foods",193.9452,"Small","Tier 2","Supermarket Type1",2936.178,16
"2216",15.85,"Low",0.057302606,"Snack Foods",53.3956,"Small","Tier 2","Supermarket Type1",600.5516,14
"2217",9.895,"Regular",0.048761046,"Frozen Foods",260.5278,"Small","Tier 2","Supermarket Type1",8851.1452,16
"2218",20.75,"Low",0,"Soft Drinks",153.0024,"Small","Tier 2","Supermarket Type1",2428.8384,14
"2219",10.8,"Low",0.052149675,"Soft Drinks",239.9564,"Medium","Tier 1","Supermarket Type1",3813.7024,19
"2220",8.76,"Low",0.050130529,"Health and Hygiene",128.3336,"Medium","Tier 1","Supermarket Type1",2556.672,19
"2221",16.1,"Regular",0.024987903,"Fruits and Vegetables",97.341,"Medium","Tier 1","Supermarket Type1",1255.033,19
"2222",7.1,"Low",0.109990885,"Fruits and Vegetables",172.908,"Small","Tier 2","Supermarket Type1",2769.728,14
"2223",19.35,"Regular",0.049736267,"Fruits and Vegetables",76.8644,"Small","Tier 2","Supermarket Type1",1571.288,16
"2224",16.7,"Regular",0.117026714,"Baking Goods",189.2214,"Medium","Tier 3","Grocery Store",188.4214,20
"2225",9.5,"Regular",0.035121963,"Fruits and Vegetables",168.6448,"High","Tier 3","Supermarket Type1",1022.6688,31
"2226",8.43,"Low",0.017311312,"Soft Drinks",197.8768,"High","Tier 3","Supermarket Type1",3744.4592,31
"2227",14.15,"Low",0.008811818,"Household",196.511,"Small","Tier 2","Supermarket Type1",2749.754,16
"2228",5.44,"Low",0.025583714,"Dairy",239.1538,"Medium","Tier 3","Supermarket Type2",480.7076,9
"2229",7.35,"Regular",0.014353174,"Fruits and Vegetables",242.6512,"High","Tier 3","Supermarket Type1",969.4048,31
"2230",11.3469362745098,"Regular",0.054220618,"Breads",129.131,"Medium","Tier 3","Supermarket Type3",4933.578,33
"2231",20.1,"Regular",0.054410179,"Frozen Foods",151.3366,"High","Tier 3","Supermarket Type1",2720.4588,31
"2232",12,"Low",0.033974436,"Canned",181.8976,"Small","Tier 1","Supermarket Type1",4527.44,21
"2233",21.25,"Low",0.009996872,"Meat",185.5608,"Small","Tier 2","Supermarket Type1",3123.9336,14
"2234",8.3,"Regular",0.030212499,"Baking Goods",98.0384,"Small","Tier 2","Supermarket Type1",2857.6136,16
"2235",10.1,"Low",0.027217468,"Meat",76.067,"Small","Tier 2","Supermarket Type1",1454.773,11
"2236",14.15,"Low",0.038123176,"Starchy Foods",123.5046,"Small","Tier 2","Supermarket Type1",1992.0736,11
"2237",9,"Low",0.079506434,"Canned",78.3644,"Small","Tier 2","Supermarket Type1",1728.4168,16
"2238",12.15,"Low",0.021811987,"Breads",163.6184,"Medium","Tier 3","Supermarket Type2",2311.6576,9
"2239",13.4260689045936,"Low",0.082150145,"Dairy",192.9504,"Medium","Tier 3","Supermarket Type3",7478.2656,33
"2240",12.9878795546559,"Low",0.036012919,"Snack Foods",148.0734,"Small","Tier 1","Grocery Store",593.8936,33
"2241",20,"Regular",0.028167478,"Fruits and Vegetables",45.5744,"Medium","Tier 1","Supermarket Type1",452.744,19
"2242",6.71,"Regular",0.029560451,"Baking Goods",65.8142,"Small","Tier 1","Supermarket Type1",856.8846,21
"2243",12.867061281337,"Low",0.039631495,"Frozen Foods",31.9558,"Medium","Tier 3","Supermarket Type3",984.7182,33
"2244",7.365,"Low",0.04280099,"Fruits and Vegetables",228.372,"Small","Tier 2","Supermarket Type1",2037.348,11
"2245",7.935,"Low",0.017141985,"Dairy",50.035,"High","Tier 3","Supermarket Type1",149.805,31
"2246",12.6,"Low",0.056394771,"Seafood",51.3982,"Small","Tier 2","Supermarket Type1",473.3838,11
"2247",17.6,"Low",0.056379439,"Frozen Foods",42.7454,"Medium","Tier 1","Supermarket Type1",293.6178,19
"2248",19,"Low",0.129534812,"Household",190.1872,"Medium","Tier 1","Supermarket Type1",5105.3544,19
"2249",7.5,"Low",0.036439878,"Health and Hygiene",175.3028,"Small","Tier 2","Supermarket Type1",3010.7476,11
"2250",13.35,"Low",0,"Dairy",77.6012,"Small","Tier 1","Supermarket Type1",986.7156,21
"2251",8.6,"Low",0.090191431,"Household",112.9176,"Small","Tier 1","Supermarket Type1",458.0704,21
"2252",12.9878795546559,"Low",0.30374337,"Snack Foods",196.011,"Small","Tier 1","Grocery Store",589.233,33
"2253",10.5,"Regular",0.022590318,"Snack Foods",140.6154,"Medium","Tier 3","Grocery Store",283.6308,20
"2254",9,"Low",0.082011521,"Frozen Foods",213.3534,"Small","Tier 1","Supermarket Type1",1935.4806,21
"2255",4.61,"Low",0.122843005,"Hard Drinks",172.4396,"Medium","Tier 1","Supermarket Type1",1569.9564,19
"2256",10.895,"Regular",0.05432142,"Frozen Foods",146.2102,"Medium","Tier 3","Grocery Store",437.4306,20
"2257",17.6,"Low",0.049144165,"Snack Foods",112.7176,"Medium","Tier 1","Supermarket Type1",1717.764,19
"2258",11.65,"Low",0.040577878,"Fruits and Vegetables",188.224,"Medium","Tier 1","Supermarket Type1",1304.968,19
"2259",19.1,"Low",0.067400032,"Household",41.9796,"Medium","Tier 1","Supermarket Type1",784.3124,19
"2260",17.2,"Regular",0.012036432,"Canned",165.7184,"Small","Tier 2","Supermarket Type1",1816.3024,16
"2261",16.5,"Low",0.073977473,"Canned",206.8638,"Small","Tier 2","Supermarket Type1",2070.638,16
"2262",15.6,"Low",0.143396175,"Breakfast",128.0994,"Small","Tier 2","Supermarket Type1",2184.4898,16
"2263",9,"Low",0.03201648,"Household",99.6016,"Small","Tier 2","Supermarket Type1",1922.8304,14
"2264",15,"Low",0.058346234,"Snack Foods",44.0744,"High","Tier 3","Supermarket Type1",633.8416,31
"2265",11.3469362745098,"Low",0.14571827,"Breads",94.3436,"Medium","Tier 3","Supermarket Type3",2269.0464,33
"2266",12.5528431372549,"Low",0.055806016,"Seafood",52.4982,"Medium","Tier 3","Supermarket Type3",1209.7586,33
"2267",6.195,"Low",0.072097449,"Snack Foods",119.3098,"Medium","Tier 1","Supermarket Type1",1205.098,19
"2268",20.2,"Regular",0.117543713,"Baking Goods",197.311,"Medium","Tier 1","Supermarket Type1",3338.987,19
"2269",20.7,"Low",0.048718334,"Fruits and Vegetables",38.7506,"High","Tier 3","Supermarket Type1",227.7036,31
"2270",20.25,"Low",0.0591756,"Household",245.046,"Medium","Tier 3","Supermarket Type2",4680.574,9
"2271",7.655,"Low",0.031918284,"Canned",117.7492,"High","Tier 3","Supermarket Type1",695.0952,31
"2272",13.2247693817468,"Regular",0.095587976,"Fruits and Vegetables",193.982,"Small","Tier 1","Grocery Store",579.246,33
"2273",5.92,"Regular",0.019308607,"Soft Drinks",49.0692,"Small","Tier 2","Supermarket Type1",1478.076,11
"2274",18.75,"Low",0.023974769,"Dairy",99.0042,"Small","Tier 2","Supermarket Type1",694.4294,11
"2275",9.395,"Regular",0.100602552,"Baking Goods",88.3856,"Small","Tier 2","Supermarket Type1",703.0848,16
"2276",13.35,"Low",0.091189915,"Snack Foods",149.3708,"Small","Tier 2","Supermarket Type1",4514.124,14
"2277",12.8173442136499,"Regular",0.077480627,"Meat",101.399,"Small","Tier 1","Grocery Store",206.398,33
"2278",19.2,"Low",0.129731747,"Household",196.211,"Medium","Tier 3","Grocery Store",589.233,20
"2279",19,"Regular",0.103363904,"Fruits and Vegetables",226.172,"High","Tier 3","Supermarket Type1",3169.208,31
"2280",14.15,"Low",0.020714523,"Fruits and Vegetables",124.2046,"Small","Tier 1","Supermarket Type1",2490.092,21
"2281",20.85,"Regular",0.062212713,"Baking Goods",88.1514,"Small","Tier 2","Supermarket Type1",1151.1682,14
"2282",8.63,"Low",0.031271134,"Snack Foods",186.0582,"Small","Tier 2","Supermarket Type1",3900.9222,11
"2283",16.7,"Low",0.026729068,"Household",248.4776,"Medium","Tier 3","Supermarket Type2",6439.6176,9
"2284",7.895,"Regular",0.094567181,"Breakfast",104.5332,"Small","Tier 1","Supermarket Type1",1845.5976,21
"2285",7.72,"Low",0.05193741,"Fruits and Vegetables",77.9986,"High","Tier 3","Supermarket Type1",934.7832,31
"2286",5.615,"Low",0.126480422,"Health and Hygiene",121.573,"Small","Tier 2","Supermarket Type1",3202.498,11
"2287",7.05,"Regular",0.055644887,"Breads",224.9088,"Medium","Tier 1","Supermarket Type1",2684.5056,19
"2288",14.35,"Low",0.028519419,"Health and Hygiene",109.2228,"Medium","Tier 3","Grocery Store",221.0456,20
"2289",8.52,"Low",0.027101431,"Soft Drinks",151.7682,"Medium","Tier 1","Supermarket Type1",2439.4912,19
"2290",7.645,"Regular",0.067083367,"Snack Foods",44.0112,"Small","Tier 2","Supermarket Type1",596.5568,11
"2291",12.1,"Low",0.020652362,"Snack Foods",149.5734,"Medium","Tier 3","Supermarket Type2",2227.101,9
"2292",14.8,"Low",0.081042136,"Meat",192.4846,"Small","Tier 1","Supermarket Type1",5159.2842,21
"2293",20.75,"Low",0.021336565,"Soft Drinks",153.6024,"Medium","Tier 3","Supermarket Type2",1366.2216,9
"2294",10.8,"Low",0.029001987,"Snack Foods",238.6222,"Small","Tier 2","Supermarket Type1",8604.7992,16
"2295",18.35,"Low",0.069745165,"Hard Drinks",190.2872,"Medium","Tier 3","Grocery Store",378.1744,20
"2296",13.5,"Regular",0.068148886,"Dairy",58.6562,"Medium","Tier 3","Supermarket Type2",711.0744,9
"2297",20.5,"Low",0.144094079,"Household",34.819,"Small","Tier 2","Supermarket Type1",1061.951,11
"2298",12.35,"Regular",0.186616421,"Baking Goods",78.6328,"Medium","Tier 3","Supermarket Type2",1004.0264,9
"2299",8.895,"Low",0.105323859,"Dairy",39.1138,"Small","Tier 2","Supermarket Type1",609.207,16
"2300",16.7,"Low",0.022110425,"Dairy",110.8886,"Small","Tier 2","Supermarket Type1",3558.0352,16
"2301",16.2,"Low",0.019374768,"Soft Drinks",155.8972,"Small","Tier 2","Supermarket Type1",2025.3636,14
"2302",7.26,"Low",0.014482278,"Meat",118.115,"Medium","Tier 3","Supermarket Type2",1864.24,9
"2303",6.65,"Low",0.087805788,"Fruits and Vegetables",126.7678,"Medium","Tier 1","Supermarket Type1",1907.517,19
"2304",13.35,"Low",0.048027043,"Breads",218.9166,"Small","Tier 1","Supermarket Type1",5660.6316,21
"2305",17.35,"Low",0.055908268,"Baking Goods",99.8016,"Small","Tier 2","Supermarket Type1",607.2096,14
"2306",13.2247693817468,"Low",0.048522793,"Fruits and Vegetables",39.6506,"Medium","Tier 3","Supermarket Type3",1024.6662,33
"2307",5.46,"Regular",0.032359413,"Canned",187.424,"Small","Tier 2","Supermarket Type1",3169.208,11
"2308",18.25,"Low",0.088807455,"Frozen Foods",197.3452,"Small","Tier 2","Supermarket Type1",2740.4328,14
"2309",8.185,"Low",0.046556408,"Fruits and Vegetables",47.7692,"Medium","Tier 1","Supermarket Type1",640.4996,19
"2310",7.5,"Low",0.050750977,"Canned",122.2072,"Small","Tier 1","Supermarket Type1",1960.1152,21
"2311",12.65,"Low",0.035404052,"Baking Goods",230.601,"Small","Tier 2","Supermarket Type1",2067.309,14
"2312",14.3,"Low",0.130390458,"Baking Goods",77.2328,"Small","Tier 2","Supermarket Type1",231.6984,14
"2313",17.85,"Low",0.074422769,"Snack Foods",128.002,"Medium","Tier 3","Grocery Store",253.004,20
"2314",6.425,"Low",0.105742544,"Breakfast",130.5626,"Medium","Tier 3","Grocery Store",131.1626,20
"2315",6.825,"Regular",0.046729336,"Canned",153.4998,"Small","Tier 2","Supermarket Type1",2153.1972,16
"2316",12.3057050092764,"Low",0.073470234,"Canned",205.3638,"Medium","Tier 3","Supermarket Type3",5383.6588,33
"2317",20.25,"Low",0.058886477,"Household",245.546,"High","Tier 3","Supermarket Type1",1724.422,31
"2318",19.2,"Low",0.18293775,"Others",243.0196,"Medium","Tier 1","Supermarket Type1",3615.294,19
"2319",17.7,"Low",0.020993364,"Household",166.8474,"Medium","Tier 3","Grocery Store",168.4474,20
"2320",9.695,"Regular",0.029223424,"Canned",175.437,"Small","Tier 2","Supermarket Type1",2999.429,16
"2321",12.3057050092764,"Low",0.068489201,"Canned",259.3278,"Medium","Tier 3","Supermarket Type3",4165.2448,33
"2322",7.75,"Low",0.043326511,"Baking Goods",95.6436,"Small","Tier 2","Supermarket Type1",1134.5232,16
"2323",11.4003278688525,"Low",0.136532569,"Hard Drinks",159.6578,"Medium","Tier 3","Supermarket Type3",2888.2404,33
"2324",19.75,"Regular",0.018051091,"Frozen Foods",179.866,"Medium","Tier 1","Supermarket Type1",2696.49,19
"2325",5.325,"Regular",0.23212188,"Dairy",55.5298,"Medium","Tier 3","Grocery Store",53.9298,20
"2326",12.9878795546559,"Regular",0.057620562,"Snack Foods",115.4518,"Small","Tier 1","Grocery Store",113.8518,33
"2327",13.1423139534884,"Low",0.045865089,"Health and Hygiene",152.3682,"Medium","Tier 3","Supermarket Type3",2287.023,33
"2328",12.3057050092764,"Regular",0.021002171,"Canned",185.1924,"Small","Tier 1","Grocery Store",555.2772,33
"2329",6.71,"Regular",0.029727657,"Baking Goods",66.6142,"Small","Tier 2","Supermarket Type1",1120.5414,11
"2330",14.35,"Low",0.080527065,"Baking Goods",79.296,"High","Tier 3","Supermarket Type1",719.064,31
"2331",15.2,"Low",0,"Health and Hygiene",47.8034,"Medium","Tier 1","Supermarket Type1",437.4306,19
"2332",5.82,"Regular",0,"Fruits and Vegetables",256.633,"Medium","Tier 1","Supermarket Type1",2050.664,19
"2333",5.59,"Regular",0.056833394,"Snack Foods",61.9168,"Medium","Tier 3","Supermarket Type2",1214.4192,9
"2334",18.5,"Regular",0.062256921,"Frozen Foods",148.0418,"Small","Tier 1","Supermarket Type1",2059.9852,21
"2335",12.9878795546559,"Regular",0.089512542,"Snack Foods",133.1626,"Medium","Tier 3","Supermarket Type3",3672.5528,33
"2336",14,"Regular",0.060427062,"Frozen Foods",153.5656,"Small","Tier 1","Supermarket Type1",3089.312,21
"2337",7.605,"Low",0.216323008,"Fruits and Vegetables",165.021,"Medium","Tier 3","Grocery Store",815.605,20
"2338",13.1423139534884,"Low",0.135612397,"Health and Hygiene",61.1536,"Small","Tier 1","Grocery Store",61.2536,33
"2339",9.6,"Low",0.085125951,"Baking Goods",107.128,"Small","Tier 2","Supermarket Type1",1278.336,16
"2340",17.7,"Regular",0.122565413,"Meat",103.8674,"Small","Tier 2","Supermarket Type1",1528.011,11
"2341",15.7,"Low",0,"Hard Drinks",43.377,"Medium","Tier 3","Grocery Store",129.831,20
"2342",13.65,"Low",0.077670981,"Health and Hygiene",55.093,"Small","Tier 2","Supermarket Type1",1301.639,11
"2343",14.6,"Regular",0.043201813,"Fruits and Vegetables",110.1254,"Small","Tier 2","Supermarket Type1",1844.9318,11
"2344",15.6,"Low",0.088215871,"Snack Foods",220.1798,"Small","Tier 2","Supermarket Type1",5068.7354,11
"2345",20.25,"Low",0.036295834,"Dairy",217.5482,"High","Tier 3","Supermarket Type1",1095.241,31
"2346",8.02,"Low",0.186528819,"Snack Foods",151.9998,"Medium","Tier 3","Grocery Store",307.5996,20
"2347",18.35,"Low",0.099026525,"Fruits and Vegetables",93.8462,"High","Tier 3","Supermarket Type1",1295.6468,31
"2348",16.6,"Low",0,"Canned",118.8124,"Small","Tier 1","Supermarket Type1",2607.2728,21
"2349",10,"Regular",0.063162608,"Frozen Foods",228.6668,"Small","Tier 2","Supermarket Type1",3455.502,14
"2350",16.1,"Regular",0.063429818,"Dairy",179.4318,"Medium","Tier 1","Supermarket Type1",2345.6134,19
"2351",13,"Regular",0.139785104,"Canned",196.2426,"Medium","Tier 3","Grocery Store",197.7426,20
"2352",16.1,"Regular",0.04807227,"Frozen Foods",126.5362,"Small","Tier 2","Supermarket Type1",1761.7068,11
"2353",19,"Low",0.112097433,"Frozen Foods",105.5622,"Medium","Tier 1","Supermarket Type1",1905.5196,19
"2354",17.6,"Low",0.010037996,"Snack Foods",163.5552,"Small","Tier 2","Supermarket Type1",3086.6488,14
"2355",6.32,"Low",0.012789884,"Meat",39.1822,"Small","Tier 2","Supermarket Type1",1060.6194,11
"2356",9.3,"Regular",0.033431669,"Meat",153.1314,"Small","Tier 2","Supermarket Type1",4653.942,14
"2357",11.1,"Regular",0.03623131,"Frozen Foods",175.0712,"Small","Tier 2","Supermarket Type1",3339.6528,11
